00000001    37 AEAEEECEBCBDAACDDCCBAABCBACDCDCEEBADEEBBADEEBCAABDCCEBDCCAEBCBEDCDBECEDDDEBBAECD
00000002    36 BCAECEDDBCBEDCCEADCDDDBDBADECACBCBACECEABCEBBDAAEBECEBDCBAEECBDDEEDBEECEAEBADCDE
00000003    41 CACEEECDBCBACDDEEAEDACABEAEBCDEEEEDEBDAEADECBDCABDCCEBDCEAEAEADDBBDCBCDDDDDDBDAC
00000004    53 DEACDDCDBCBECDCEACCDEDCECEEBADCEEDAECACEADEBBECABDCCEBDCEAEACEBDBDEDABAAAEEEEDEC
00000005    44 DEAEAEDBBCBEEDEEBCEDBDAAACABADCEBDCCAAACACEBBDCDBDCCEDBCEAEADDADCBACEBEEBEADEEBE
00000006    31 BDAEAEDDDCBDCEAECDACDAABBBCDACDEECEEAECCAAEBBCCACCAEEDDEEAEDDBBACBEECADBCEDBBCED
00000007    25 BEDEEACACDBBCDDCDCCBCAECCAEDACCEEABAEBDADDBBBDDAAAACEADCEACADEECBCBEAEDCCEBEBBCC
00000008    60 CEAECEDDBBBECDCECBCDEDBEBBDDCCCDABDDAADAADEBBDCABDCCEBDCEAEACDBDEDDCABCABCDDEEEA
00000009    59 EEAEEEDDBCBADDCCCAEDEEADBBACCCCECEDEABCCADEBBDCABDCCEBDCEAEACBBDCDAAEBBAACDDECDE
00000010    34 CEEEAEDDACBACBBDECCDDDEDCDEDBDEABCAEDBAAADEBBDCBCDCCCBDDEAEADEDEECDCBEDBDCCEAAAE
00000011    32 BBDEDBDDBDCECDCECCCEBEACDBABACACAEBDDECBAADBBEAAADDCDCDCEAEACEEDCDCEDEABCDEAEEDE
00000012    18 AEADECCDDBADCDCECCDBDBADDAEBEEEACEEEDACEABECEEBCCAACBADAAAACDEDBBBCCDDCEBBBBBDAB
00000013    42 CEDEAADECCBBCCCEECCEBEAEBCACCBAECBBBEBBAADEBBDCABDCCEADCDAEACDCAACABEEACDAECACEC
00000014    30 BEABDECBCDCABDCDDCDDDBDCBBEACADADBAECABBCDEABDCACDCCEBDCDACAEDECCDBEAEECCBECDEAD
00000015    18 BBACCBDDCDAECDAACCADCDABEEECDECACEDBBAACABDBEBBDEBBAEADCBBADBCCCAEEABAAEDCEACDDC
00000016    36 DECEEECDBCCEDDCEBDCACBBECDCBDDCEDCBCBADEADECBACAEDCCEBDCBAEABCADBACBBDEBDEAEBBDE
00000017    46 CEAEEEDDBCAEDACECCBDCDAABAACAECEDDDECDAAADEEBBBABDCCEBDCCCEACDCDADCEABCABCCCEEBD
00000018    50 DCAECEDDBEBEBDCECCCDBECDECACDDCEDECEAEAAADEBBDCABDCCEBDCEAEAEECDCDBBBBAEACCACEED
00000019    20 CDABCEDDABEBBBCEABCDCADCCDAADAACDCAEBACCDDCBBEECCAADBEDCBBEAABCAEAEBAEABEEECBBAC
00000020    61 CEAEEEADBCBEBDAECCCDEABEBBDBCACCEBDEAADAADEBBDCABDCCEBDCEAEACEBCEDDDBBBAAECEECEE
00000021    50 CEAACBDDBCBEBDCECACDAAEEBCBDADCEEABBBACDADDBBDCABDCCEADCEAEACCADDDDDDEABBDDBECEC
00000022    40 DEAEEECEBDEDADCDACCAACAEDDECCACBABDBAADEEDEBBDCAADCCEBDCEAEACDCCBDDBECAADADBBCCB
00000023    10 EBAECCCBCBCEDDDAEEBDCBEBCCEDAEADCCDDEAAEEBDEBBBDAEAABABCEEDDABAEEACBCEDCBAECBABE
00000024    32 AEDCEDADACBECDCECCCEBAECABDEBDBCBEEBCBEEADEBBDCBAACCEBBCDAEABCECEEBCEDDDCCBADEAD
00000025    44 CEDDAEBABCBBCCCECCBDEABEABEBBDCEEBEDBBBCADEBBDCAEDCCEBDDEAEAEBDCDDAADBEDCECDBABD
00000026    45 EEADEEBECCBEDDADCECDAEEECAABADCEEDADDCCABDEBBDCABDCCEBDCEAEACAACEBAAAAEABBAAEDAA
00000027    48 DEDECDDDBCDEDDCEEACDBEBECCABCACCDABACEAAADEBBDCABDCCEBDCEAEACCDBBDABCECADDDAEAAB
00000028    46 CEADCCEBBCBECCCECBCDBEBEBAABEACEEBEADCACADEBBEDABDECEBDCCAEAEABCBBBDCBBAECBCDDDA
00000029    28 BEAEAECCDDCCCBDAECCDACCECEECCEDEECCEEDABACBBBDBAEAACEEDCEAEABADABABAADEBEDEAEAAE
00000030    49 DEAEEEDBBEDCBDCBCDCDDCAEBBCBDDCEADAEBBEAAAEBBDCACDCCEBDCEAEACCBDBDBBDBCADCDCEDDB
00000031    27 CDAEEBCCBCABCDCBCCADBCCCEEDAEBBCCCCBEADBCAEBBCBDDACCEBDCBAEADBBEAEECABACBAECBDAC
00000032    43 CECEAADCBABCCDCEADCDECACBDBCCDCECBCEEECEADEBBDCABDCCEBDCAEEADADDEDAEBBEBDCAAEDDD
00000033    40 BDBCDEDABCBEDDCEABEDBACEBBAADBCDABBAEAEEADEBBDCAEDACEBDCAAEACEBDADAAACEBACBCCABD
00000034    60 CEAEEEDDBAEDCDCECACDBEEEBBABCDCECAAEADABCDEBBDCABDCCEBDCEAEAEEBDADAACBAAACDAEDDC
00000035    28 EAAAEAAEBECECACACCBDDCDCAAAECDCBADEEADAEEAEBBCBECECCDDDCEAEADEECEBABBADCEDBEDBCD
00000036    46 AEBEEEEDBBBECDCEDDCDEEDEDBBBCDEEEBACECADDDEBBDCAEDCCEADCEAEACABACCBAADAECADAEDBB
00000037    39 CECCEEDBACAECBBACACDADCECCEBCDBEEBDEEDDAACEBBACACDDEEBDCECEACEADBDAECBACCCABCADC
00000038    32 ABDEEEAABCCCBDCACDCDBBEBEDBCCBBCBABEDEAAADABBECABCCCEBDEAAEACBCBCAEECAEBDDEEEDCC
00000039    61 CEAECEDDBCBADDCECECDEBBBBBAACDEABAAEBCCBADEBBECABDCCEBDCEAEACDBDDDADECCAACCDECEC
00000040    53 CEACDEDEACBECDCECCCDEABEBCBDCACCAAAECBCAADEBBBCDBDACEBDCEAEACDBDADADAEACDCBEEECA
00000041    40 ACACEEDABCBECDCDCCACBDDABAACADCEBCDEDCAAADEBBEAAADECEADEEAEACEADECEBCBADBCBAEAAE
00000042    33 CBAEBCDDBCBCCDEDBEBDDAEEEADDEBEEADBDBABEACECBBEABDCCDDDCEAEADEDABDDDEADDDCAAEEAC
00000043    42 CECEBCADBDBECDCEECCDDCBBCECCCDDEABAEDAABADABBACAADCCEBDCEAEABBBBDDEBAECCBDABDBDB
00000044    27 DEEECEEDBCBACDCECDCDDECEACDCBEABCCDECABCAEEEBBDCDEABEEDCDABDCADDCEECDCEDEBABDEDC
00000045    33 AEAECEDACBBDCCCCAACDDBADBDADDDDECABDBEABACEBBDCEBDDAEEDBBAEACCABADDEDEDABADABAAD
00000046    43 BEAEBEDDBEEECDCCCCEEDCBEBAABDDCCAAEACABBADABBBCABDCCEBDCEAEABECEBCDBCAACABDACEEE
