00000001    49 EEEAEECCACCAAEBCEBAABBCBEBCAEEEEDDDEBDDEBECEDABEBAEBAACABCBAAADBACCDCDADEDCBCDDB
00000002    43 ECDAEBDCABCAAEBDABAAEDBBABDDEEDDCEDDDADEBECEEABEBAEBDACABCBACDEABADDABBCDABCCCCB
00000003    37 CEBAEEDCDBEAABCEEBABAAEBEBCEEACABBDBACDEBADEBCBEBAEBDACABCBEDBADBCBEBDAECBABCCBA
00000004    27 EEDECACBEBDABADBABCCCEDADBCDDEEBBACEBBBABBEEEABEAAEBEDCABCBDEBEDDBBDCDBADECDCCCE
00000005    40 EBACEDCCDBDAAABAEAABBECAEEBBCDCDDAADEBDDBECEABBEBAEBDACADBBACCADACAAABDBADAADEBB
00000006    41 EAECADCDCCDAAAEEDEABEEAAEEDBAACEDBBDEDEEBECEAABEBAEBCACBBCBADBCDBCEEABCDBEACABBE
00000007    30 EDEECBCCAABACABBEBBDBECAEBBABBCABABDEDEEBABEDABEEAAEACCABDBBDCCAACABBADCDBCAECBA
00000008    27 ECADADECBADACDADCEECADAEADDBBEAEEEDDDDCEBECECABEBAEBDDDABCBDECABCEAAEEDAACCCAECA
00000009    58 EEECEDCCABCAAADCEBADBDAEEBDEACDCDBDDEDAEBEBEAABEBAEBDACABCBAABDCDCCDDCBDEBACCABE
00000010    40 DEDBECACACDAAAADBBADBEACEBEDAAEBDCDDCDDDBECEEABEBAEBDACABCBAEAEEBAEAAEAABDDADACD
00000011    34 DEDAEDACBABAEBABEBACBECBEAEEADAAAACDEEDEBECDDEBEBAEBDACABCBDBEAAAADABABCACBBBEDA
00000012    40 EADBCDDCEBBAAAABEEABDCDBDCCEBBCBEBDABEDEBECEAABEBADBDDCABCBADDECAADBBCEBCDCCDBBB
00000013    48 EEEBDDACABDAAAAAEDADDEEDCDDBBCBABBBDBADCBECEAABEBAEBEACABCBAABEBECCCACBEDCBBCBBA
00000014    47 BEECEDDBDBDAADDAEEABBBCDECCDCCECBECDADDEBECCAABEBAEBEACABCBAAABCACEDDDBDABACCDBC
00000015    55 EEEEEDACABBABAEBABABBAEAABDDBCCCEBDDDDDEBECEAABEBAEBDACABCBAACDCDCECDDBDBDBCCBBB
00000016    29 BECCEDBCDBBBEAEDEBACBAAACBAEAECDEAEDCCDEAEAAEABEBAEBDCCADCBDBBEADABCAEDBDEDEAEDB
00000017    48 EEEAEDACBBEADAADEDABEEBECBAEECCBECDCDEDEBCCEAABEBAEBDACABCBEADEECCAEDBDABEBCCCBA
00000018    33 BAEAEDBCABDAADCBBAACAAABEBDDEDEECEBBBDAEBECEDABEBDEBEDCCACBABEEADDEBEEBEAEDCCAED
00000019    31 EBEADDCCCBDAAABAEAAABEDCBAEAADBCAEDECADCDDCABBBEBAEBDBDEAEBAADACDAEDEADCCCBBDCDD
00000020    57 EEEAEDDCBECAAACEEBABBACDCBECEADCDBBDDABBBEEEDABEBAEBDACABCBAAACCECCDDCEDAEBCCABE
00000021    46 EEEEEDECADDAAABDDCAEBCEACEDEAEBABBDCDCDABECEAABEBAEADACABCBAACDACCDCABBABBCCBEBC
00000022    47 EEEAADCCABCACDEBEBAECDCDEBEBECEDDBABCBDBBEBECABEBAEBBACABCBAAEDCECBDEDCDADBCDADB
00000023    52 EDDBEDACABDACADBEBEBBACABEBEDDAEDBDDEADBBECEAABEBAEBDACABCBAEEDEACBECBEDBEECCBBE
00000024    47 DEEAADCCABACAABCEAABDAEDEDCEECDBEBDDAADCBECEAABCBAEBDACABCBABDBBDCCAEABAEBAABADC
00000025    34 ADEAECCCCDDDDABBABACDCBBDABEBCEEDADDBEDEBEEEDABEBACBACCABCBDBCEDDEDADBCBBDDBBECC
00000026    26 EEBAEEDCECECEABAEBABCDCEDDACADCCDBCDCDABBDBDDABEBCEBDDCACCABCCCDADBAEBCCCDDBDEDA
00000027    52 ECEAEDCCCADAACDBEBABBEADEADCDCDEDBADDADBBCCEAABEBAEBDACBBCBAAABBBCAEBBBDDAADAEBC
00000028    42 BEEDADCCACAAABEBEEABCEADBBCEEABCBEEACADEBECEAABEBAEBDECABCBECCDEBEADDBBECEDEDDBA
00000029    67 EEDAEDECABDAAABBEBAABECDEBBEECABEBCDDADEBECEAABEBAEBDACABEBAAADCECCADCEDADDCCEBE
00000030    45 EEEAEDCCABBABAEBBBAEABDDADEEEAABDBCDDEDEBCCEBABEBAEDBACABCBAABAEBCACEDBCDDACEEAD
00000031    39 CCEBECCCDBBAAADAEBBCBECDEACBDAABCEAEADDEBECECABEBAEBEACAACBAADABABEBEADDCEDBCEBA
00000032    34 BEEAEECCDCEECABBECABBAAEBDDAAEABDACBDCDEACDEBABEBAEBDACABCBCEBCEAEBEAEAACBADDEAB
00000033    47 CECCADCDCBAAADBBEBACEEEEBEEDCDDBCBDADCDDBECEAABEBAEBDACABCBAABDCBCADABADBACDEBBE
00000034    45 EBADAECCDBDAAABEEBAEBCCDBAAEBBDCDEDEDBEABECEAABEBAEBDACABEBABCCCECDDCCBCDEDCABBC
00000035    34 EDEADECCAEBAEABBECADBDCCBEBCACCDEEADDECABECDCABEEAABDACABCBADDCBAADBBEBCDEABABBB
00000036    61 EEEAEDCCABBAAABBEBACBECCCDBECDCBDBCDDBDEBECEAABEBAEBDACAECBAADDCEAECDDECBAECCCBD
00000037    47 EEBABDDCEBDACABDEEAACBCDDBEDCADCDBDCDCDEAECEDABEBAEBDACABCBAEDDCECDABEBEAADECEBA
00000038    48 BEEADEDCAADAAABBABAECDCECBDCCADCDBDDCABABECEAABEBAEBDACABCBACADDCEBBEABAEECCCCBE
00000039    38 CEEAABDCAACAAACDEBBCBBCADBEECEBBCBBABDDEBECEDEBEBAEBDACABECADBEDDCBECECCBEABCBBD
00000040    46 EEEAEBCEEDDAEDBBEBABDDBCBCDEEDDDCACAECDEBECEAABEBAEBDCCABCBAAABEDCEBABDDDEDCCEBA
00000041    46 DBEABDCDBBDAAAEEEBDBBEECDADDACADDDDEDEDDBACEEABEBAEBDACCBCBAAEDECCCCDADBECBCCCBB
00000042    57 AEDABDCCABDAECDDEBACCCCDEEDEDDABDBBAEEEBBECEAABEBAEBDACABCBAAADCECCCDCEABADCCDBC
00000043    56 EEEAEDDCABDAEBBDEBABBACDEBDEECAEDBDCDADEBEBEAABEBAEBDACABCBACEECBCDDDDCBCBEACCDA
00000044    37 BCEABDDCACDAEEEAEBACBDACBBCDBDEBECAEDBDBBDCEAABEBAEBEACDBCBAAEDEDEAABCDABBBECBAA
00000045    42 EEAAEDACEBEAAABEEBABAEBDACEDCCCCCBABDACCBECEEABEBAEBDAAABCBACDDDDAAEEEACCCBCCCEB
00000046    27 AEEACACECCBADCBEEBBBBBECDDDEEECDBDEDDECBBCADEEBEBECBDDCADCBABECCADABCECADBDBEAAD
00000047    14 EECDAEABCBCEAAABDCDDBECEECABABECBADBBDCCDCDDBBBECCCCAEDEDDDEDCCACDABADACEBBDACCE
00000048    44 CEEADDCCACEAABBCBBDEBDCCDDEEEBDCDBDCCACDBECEEABEBAEDDACABCBABEEDCCCADABBABECCCAD
00000049    33 EEEEADCCACEECABBBEADEECEACCBECCACBDEACCEBECEEABEBAEBDCCBBBBCCBBBDDDEEDCCDBCDACDB
00000050    49 EEEEEDCCAEDAAEBBEDABBEBACCABECBEDBDDDDEBBEDEAABEEBEBBACABCBAACCCACAECCADEABDCCAE
00000051    38 EEEAEECCAEBACABCEBACCECDCACBDCCCBCDCDBDDBEDEEABEBCEBEECEBCBAADAECADAEEADDECCAEDA
00000052    45 CEEECDCCABDACAABEAAAAECAEDDEDABBEBCDCBDCBECEAABEBAEADACABEBAAEBBAEEBDECACADCCEAD
